6.63E+01,1.07E+02
6.04E+01,3.87E+03
6.36E+01,1.76E+03
6.53E+01,9.57E+02
6.83E+01,6.99E+02
6.31E+01,2.92E+03
6.09E+01,3.80E+03
6.67E+01,4.57E+03
6.62E+01,3.28E+02
5.95E+01,2.97E+03
6.58E+01,6.76E+02
6.58E+01,1.61E+02
6.35E+01,9.28E+02
6.63E+01,3.15E+03
6.46E+01,3.84E+03
6.49E+01,1.10E+03
6.84E+01,9.26E+01
5.81E+01,6.10E+03
6.49E+01,1.91E+03
6.37E+01,1.63E+03
6.75E+01,6.33E+02
6.01E+01,1.11E+03
5.69E+01,2.91E+03
7.46E+01,7.09E+02
6.61E+01,2.64E+02
6.75E+01,2.86E+03
5.93E+01,2.06E+03
6.16E+01,1.63E+03
6.60E+01,2.97E+02
6.02E+01,2.97E+03
6.98E+01,3.60E+03
5.92E+01,5.38E+02
6.57E+01,1.76E+02
5.99E+01,5.66E+03
5.79E+01,1.99E+03
7.33E+01,4.68E+02
7.32E+01,3.86E+02
5.88E+01,1.28E+03
6.23E+01,2.11E+03
6.31E+01,3.07E+03
6.60E+01,1.25E+02
6.21E+01,3.01E+03
7.13E+01,7.25E+02
6.00E+01,1.35E+03
5.92E+01,1.38E+03
6.22E+01,3.37E+03
6.46E+01,3.68E+03
6.57E+01,9.01E+02
7.41E+01,1.34E+02
5.84E+01,2.29E+01
6.26E+01,1.66E+03
6.46E+01,2.09E+03
6.34E+01,2.03E+02
6.22E+01,1.41E+03
6.40E+01,1.97E+03
6.85E+01,7.03E+02
7.00E+01,3.18E+02
6.56E+01,3.51E+03
6.88E+01,1.71E+03
5.90E+01,1.49E+03
6.29E+01,3.51E+02
6.27E+01,1.93E+03
6.08E+01,4.16E+03
6.50E+01,1.06E+03
5.98E+01,4.04E+02
6.30E+01,5.36E+03
7.18E+01,1.77E+03
6.12E+01,6.76E+02
6.30E+01,5.10E+02
6.21E+01,2.27E+03
6.57E+01,3.91E+03
6.27E+01,5.32E+03
7.60E+01,3.86E+01
5.95E+01,6.38E+03
5.84E+01,7.16E+02
7.09E+01,6.73E+02
6.76E+01,1.41E+03
5.87E+01,2.79E+03
5.98E+01,4.40E+03
6.28E+01,4.70E+02
6.25E+01,7.67E-02
7.19E+01,4.71E+03
6.19E+01,2.70E+03
5.97E+01,1.89E+03
6.49E+01,4.86E+02
6.07E+01,1.38E+03
6.59E+01,1.97E+03
6.53E+01,1.22E+03
7.94E+01,2.03E+02
5.62E+01,3.59E+03
6.60E+01,3.31E+03
6.04E+01,9.15E+02
6.25E+01,3.68E+02
6.10E+01,2.62E+03
5.80E+01,4.06E+03
7.48E+01,6.86E+02
6.91E+01,7.93E+01
5.68E+01,5.33E+03
7.41E+01,1.85E+03
5.77E+01,1.04E+03
