6.479999996948242824e+01 2.675952756106839843e+02
5.670000009155273091e+01 2.337998987237156143e+03
6.500000001017252771e+01 1.434415079097443959e+04
6.563333333841958961e+01 7.225567710656555391e+03
6.260000003051757744e+01 2.081200432086668570e+03
6.233333331298828028e+01 1.677924822998351601e+03
7.046666668701172398e+01 1.550969003199769304e+03
5.890000011189778917e+01 2.416900815501213856e+03
6.913333333841958961e+01 3.808031748887412050e+03
7.260000007629395213e+01 6.173996481822578062e+02
5.810000001017252913e+01 5.615744944621306786e+03
6.373333341471354174e+01 2.462655951890965298e+03
6.766666673278808730e+01 1.599601065335061492e+02
5.980000006103515631e+01 5.548435812534914476e+03
6.289999997965495027e+01 4.679683247864736586e+03
6.573333333333333428e+01 2.750155131844593143e+03
6.730000001017252487e+01 5.144738872832900825e+02
6.216666669718424743e+01 1.556791525454513476e+03
5.950000002034505542e+01 9.670037599855639883e+02
5.906666675821939805e+01 2.890205018516874588e+03
6.640000014241536519e+01 3.024892296574498118e+02
6.076666662597656199e+01 5.485998682278080196e+03
6.326666680908203233e+01 2.593453099462182081e+02
7.100000001017252771e+01 1.502260794280267930e+01
5.643333331298828170e+01 5.618822671446765526e+03
6.086666673787434689e+01 2.793235835821064484e+03
6.226666662597656199e+01 1.902855678019456946e+03
6.359999993896484227e+01 7.183851087044994301e+02
7.616666674296061501e+01 1.571634846857557761e+02
5.583333329264323197e+01 5.608010430014623125e+03
6.816666673278808730e+01 1.089513488518745589e+03
6.363333338419596430e+01 1.452785979406343540e+04
6.460000006612142442e+01 8.615355792898034792e+01
6.253333339436849059e+01 6.435648479909270463e+03
6.729999999999999716e+01 2.648845069205407654e+01
5.806666681925455720e+01 2.402513329496002370e+03
6.463333343505860284e+01 1.618539996630784572e+03
5.953333341471353890e+01 3.517845442100376204e+03
6.536666672770182629e+01 3.584855407833147183e+02
6.103333339436849059e+01 2.707528445897959045e+03
5.386666663614909112e+01 1.129271229062915154e+04
6.203333339436849059e+01 5.207628640456166067e+03
5.909999996948242540e+01 1.698742642767171856e+04
6.213333340454101261e+01 3.369789677640802438e+03
5.953333331298828313e+01 2.263286335508514640e+03
6.303333340454101830e+01 1.049454369383563971e+04
5.793333343505859290e+01 5.899317841587928342e+03
6.426666679890951173e+01 5.385738574345464258e+02
6.470000015258789006e+01 3.146452270554316328e+02
6.626666676839192860e+01 1.771170414219882223e+05
5.583333329264323197e+01 1.298536101983202207e+04
5.663333348592122718e+01 5.087750215925245357e+03
6.090000013224283748e+01 5.114389582277306545e+03
6.273333329264323055e+01 3.706322764345609812e+03
6.580000004069009378e+01 6.165904285950625763e+01
6.220000003051757886e+01 9.445680597867783490e+01
6.266666673787435116e+01 1.638055751343037855e+03
5.570000007120768259e+01 3.002539297224508573e+03
6.946666670227051554e+01 2.059400544009247085e+02
5.870000013224284174e+01 1.362636399102932728e+03
6.389999996948242256e+01 8.353889680415180692e+02
6.640000004069010231e+01 1.557606783444951134e+03
6.550000001017252771e+01 6.113710940351038516e+02
6.286666665649413943e+01 1.086104880668023497e+03
6.420000014241536235e+01 8.857224287989217828e+02
6.350000014241536661e+01 4.083935037273789135e+02
6.666666665649414369e+01 6.011646758638229585e+03
5.919999997965494742e+01 2.121187605302713200e+04
5.803333341471353890e+01 1.127563433743855967e+04
6.536666667683920195e+01 8.937515544362344372e+03
5.783333332316080799e+01 6.431917695699899014e+03
6.650000011189777638e+01 8.321697890316113444e+01
5.993333339436848917e+01 4.202709353039528537e+02
6.170000006103515489e+01 3.334938965632286454e+03
5.620000010172525862e+01 1.729939882954280620e+03
6.226666673787434547e+01 6.184967397525635988e+02
5.943333343505859290e+01 3.048189664331873701e+03
5.910000012207031261e+01 1.114014483475182715e+03
6.066666681925455862e+01 2.025087122569374642e+01
6.080000016276041919e+01 1.852941604291991780e+03
6.730000014241537087e+01 4.182940407649606129e+01
6.209999995930989769e+01 2.469441381769375766e+03
5.640000002034505400e+01 1.042173428106103529e+04
6.303333330281575542e+01 6.659953003666413451e+02
6.583333339436848064e+01 3.893459812892948776e+03
5.706666677856445347e+01 1.128543027871352479e+03
6.136666677856445062e+01 6.446242950804329439e+02
6.730000004069009378e+01 2.417309710450051170e+03
6.790000009155272664e+01 1.981594050427946740e+02
6.153333339436849059e+01 7.474920188593373496e+03
6.666666667175292105e+01 1.430656727956961277e+03
6.510000001017252202e+01 1.859880734359577900e+03
5.626666677856445631e+01 5.464864836050102895e+03
6.673333347574870800e+01 5.991264298573633823e+03
6.066666670735676803e+01 5.044355218410544694e+03
6.383333330281575257e+01 4.236049785033484909e+02
5.943333340454101688e+01 4.982063383780759978e+03
6.493333327229817087e+01 4.355934433994471874e+03
6.260000010172525720e+01 3.582389438362418787e+03
6.546666667175293242e+01 1.138845102959711312e+03
